Formulation,Cationic_Lipid_Mol_Ratio,Phospholipid_Mol_Ratio,Cholesterol_Mol_Ratio,PEG_Lipid_Mol_Ratio,Helper_lipid_ID,Cationic_Lipid_to_mRNA_weight_ratio,Dosage,Comment,Lipid_name,Num_tails,Num_carbon_in_tail,MolWt,Experiment_ID,Purity,Mix_type,Cargo_type,Experimenter_ID,Model_type,Exposure_time,Delivery_target,Route_of_administration,Experiment_weight,Library_ID,Goal,Batch_or_individual_or_barcoded,Value_name,screen_id,identifier,Mol,Num tails
ZAL_form,56.49717514,0.0,43.50282486,0.0,,24.12115288,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA5-Ac8,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,962.434,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,25.50160401,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA6-Ac8,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1017.514,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,32.98240602,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA1-Ac10,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,877.332,2.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,36.14639098,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA2-Ac10,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,961.494,2.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,22.13909774,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA3-Ac10,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1472.25,5.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,25.52736842,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA4-Ac10,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1018.542,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,26.23047619,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA5-Ac10,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1046.596,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,27.61092732,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA6-Ac10,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1101.676,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,35.09172932,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA1-Ac12,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,933.44,2.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,38.25571429,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA2-Ac12,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1017.602,2.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,24.24842105,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA3-Ac12,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1612.52,5.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,27.63669173,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA4-Ac12,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1102.704,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,28.3397995,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA5-Ac12,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1130.758,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,29.72025063,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA6-Ac12,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1185.838,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,37.20105263,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA1-Ac14,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,989.548,2.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,40.36503759,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA2-Ac14,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1073.71,2.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,26.35774436,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA3-Ac14,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1752.79,5.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,29.74601504,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA4-Ac14,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1186.866,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,30.44912281,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA5-Ac14,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1214.92,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,31.82957393,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA6-Ac14,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1270.0,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,39.31037594,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA1-Ac16,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1045.656,2.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,42.4743609,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA2-Ac16,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1129.818,2.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,28.46706767,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA3-Ac16,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1893.06,5.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,31.85533835,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA4-Ac16,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1271.028,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,32.55844612,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA5-Ac16,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1299.082,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,33.93889724,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA6-Ac16,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1354.162,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,41.41969925,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA1-Ac18,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1101.764,2.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,44.58368421,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA2-Ac18,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1185.926,2.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,30.57639098,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA3-Ac18,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,2033.33,5.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,33.96466165,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA4-Ac18,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1355.19,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,34.66776942,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA5-Ac18,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1383.244,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,36.04822055,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA6-Ac18,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1438.324,3.0
Han_branched,40.0,10.164751344086024,19.559226690805648,1.1343862500000004,DOPE,10.0,15.0,,6,2.0,6.0,302.5030000000001,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,40.0,12.050100806451615,23.187055476529174,1.3447912500000003,DOPE,10.0,15.0,,8,2.0,8.0,358.61100000000016,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,40.0,13.935450268817217,26.81488426225271,1.5551962500000014,DOPE,10.0,15.0,,10,2.0,10.0,414.71900000000034,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,40.0,15.820799731182811,30.44271304797624,1.7656012500000016,DOPE,10.0,15.0,,12,2.0,12.0,470.82700000000045,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,40.0,17.706149193548406,34.070541833699764,1.976006250000002,DOPE,10.0,15.0,,14,2.0,14.0,526.9350000000005,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,40.0,16.760517473118295,32.25093754041126,1.8704737500000015,DOPE,10.0,15.0,,6-6,2.0,6.0,498.7930000000004,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,40.0,18.645866935483888,35.87876632613478,2.0808787500000014,DOPE,10.0,15.0,,6-8,2.0,8.0,554.9010000000004,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,40.0,20.531216397849462,39.506595111858275,2.2912837500000003,DOPE,10.0,15.0,,6-10,2.0,10.0,611.009,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,37.0933434465019,20.78763440860215,40.0,2.3198999999999996,DOPE,10.0,15.0,,6-12,2.0,12.0,667.1169999999997,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,34.215631373362385,20.787634408602152,40.0,2.3198999999999996,DOPE,10.0,15.0,,6-14,2.0,14.0,723.2249999999997,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,40.0,18.64586693548388,35.878766326134766,2.080878750000001,DOPE,10.0,15.0,,8-6,2.0,8.0,554.9010000000003,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,40.0,20.531216397849462,39.506595111858275,2.2912837500000003,DOPE,10.0,15.0,,8-8,2.0,8.0,611.009,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,37.09334344650188,20.78763440860215,40.0,2.3198999999999996,DOPE,10.0,15.0,,8-10,2.0,10.0,667.117,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,34.21563137336238,20.787634408602152,40.0,2.3198999999999996,DOPE,10.0,15.0,,8-12,2.0,12.0,723.2249999999998,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,31.75228047574017,20.787634408602152,40.0,2.3199,DOPE,10.0,15.0,,8-14,2.0,14.0,779.3329999999995,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,40.0,20.53121639784947,39.50659511185828,2.2912837500000007,DOPE,10.0,15.0,,10-6,2.0,10.0,611.0090000000001,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,37.09334344650188,20.78763440860215,40.0,2.3198999999999996,DOPE,10.0,15.0,,10-8,2.0,10.0,667.1170000000001,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,34.21563137336238,20.787634408602152,40.0,2.3198999999999996,DOPE,10.0,15.0,,10-10,2.0,10.0,723.2249999999998,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,31.75228047574017,20.787634408602152,40.0,2.3199,DOPE,10.0,15.0,,10-12,2.0,12.0,779.3329999999995,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,29.619805587707592,20.78763440860215,40.0,2.3198999999999996,DOPE,10.0,15.0,,10-14,2.0,14.0,835.4409999999992,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,37.09334344650188,20.78763440860215,40.0,2.3198999999999996,DOPE,10.0,15.0,,12-6,2.0,12.0,667.1170000000001,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,34.21563137336238,20.787634408602152,40.0,2.3198999999999996,DOPE,10.0,15.0,,12-8,2.0,12.0,723.2249999999998,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,31.75228047574017,20.787634408602152,40.0,2.3199,DOPE,10.0,15.0,,12-10,2.0,12.0,779.3329999999995,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,29.619805587707592,20.78763440860215,40.0,2.3198999999999996,DOPE,10.0,15.0,,12-12,2.0,12.0,835.4409999999992,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,27.75573748610567,20.787634408602152,40.0,2.3199,DOPE,10.0,15.0,,12-14,2.0,14.0,891.5489999999991,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,34.21563137336238,20.787634408602152,40.0,2.3198999999999996,DOPE,10.0,15.0,,14-6,2.0,14.0,723.2249999999998,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,31.75228047574017,20.787634408602152,40.0,2.3199,DOPE,10.0,15.0,,14-8,2.0,14.0,779.3329999999995,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,29.619805587707592,20.78763440860215,40.0,2.3198999999999996,DOPE,10.0,15.0,,14-10,2.0,14.0,835.4409999999992,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,27.75573748610567,20.787634408602152,40.0,2.3199,DOPE,10.0,15.0,,14-12,2.0,14.0,891.5489999999991,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,26.11240142794284,20.78763440860215,40.0,2.3198999999999996,DOPE,10.0,15.0,,14-14,2.0,14.0,947.6569999999988,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,50.0,10.0,38.5,1.5,DSPC,10.0,15.0,,MC3,2.0,19.0,642.1100000000001,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,40.0,10.164751344086024,19.559226690805648,1.1343862500000004,DOPE,10.0,50.0,,6,2.0,6.0,302.5030000000001,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,40.0,12.050100806451615,23.187055476529174,1.3447912500000003,DOPE,10.0,50.0,,8,2.0,8.0,358.61100000000016,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,40.0,13.935450268817217,26.81488426225271,1.5551962500000014,DOPE,10.0,50.0,,10,2.0,10.0,414.71900000000034,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,40.0,15.820799731182811,30.44271304797624,1.7656012500000016,DOPE,10.0,50.0,,12,2.0,12.0,470.82700000000045,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,40.0,17.706149193548406,34.070541833699764,1.976006250000002,DOPE,10.0,50.0,,14,2.0,14.0,526.9350000000005,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,40.0,16.760517473118295,32.25093754041126,1.8704737500000015,DOPE,10.0,50.0,,6-6,2.0,6.0,498.7930000000004,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,40.0,18.645866935483888,35.87876632613478,2.0808787500000014,DOPE,10.0,50.0,,6-8,2.0,8.0,554.9010000000004,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,40.0,20.531216397849462,39.506595111858275,2.2912837500000003,DOPE,10.0,50.0,,6-10,2.0,10.0,611.009,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,37.0933434465019,20.78763440860215,40.0,2.3198999999999996,DOPE,10.0,50.0,,6-12,2.0,12.0,667.1169999999997,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,34.215631373362385,20.787634408602152,40.0,2.3198999999999996,DOPE,10.0,50.0,,6-14,2.0,14.0,723.2249999999997,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,40.0,18.64586693548388,35.878766326134766,2.080878750000001,DOPE,10.0,50.0,,8-6,2.0,8.0,554.9010000000003,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,40.0,20.531216397849462,39.506595111858275,2.2912837500000003,DOPE,10.0,50.0,,8-8,2.0,8.0,611.009,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,37.09334344650188,20.78763440860215,40.0,2.3198999999999996,DOPE,10.0,50.0,,8-10,2.0,10.0,667.117,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,34.21563137336238,20.787634408602152,40.0,2.3198999999999996,DOPE,10.0,50.0,,8-12,2.0,12.0,723.2249999999998,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,31.75228047574017,20.787634408602152,40.0,2.3199,DOPE,10.0,50.0,,8-14,2.0,14.0,779.3329999999995,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,40.0,20.53121639784947,39.50659511185828,2.2912837500000007,DOPE,10.0,50.0,,10-6,2.0,10.0,611.0090000000001,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,37.09334344650188,20.78763440860215,40.0,2.3198999999999996,DOPE,10.0,50.0,,10-8,2.0,10.0,667.1170000000001,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,34.21563137336238,20.787634408602152,40.0,2.3198999999999996,DOPE,10.0,50.0,,10-10,2.0,10.0,723.2249999999998,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
